1;0;3268;9.600000;168;0.000000;0.0
1;9;3268;9.600000;168;0.000000;0.0
1;10;3268;9.600000;168;0.000000;0.0
1;21;3268;9.600000;168;0.000000;0.0
1;1;3262;9.600000;163;-0.951226;0.0
1;22;3262;9.600000;163;-0.951226;0.0
2;0;3215;11.100000;281;0.000000;0.0
2;9;3215;11.100000;281;0.000000;0.0
2;10;3215;11.100000;281;0.000000;0.0
2;21;3215;11.100000;281;0.000000;0.0
2;1;3224;11.100000;285;-0.724968;0.0
2;22;3224;11.100000;285;-0.724968;0.0
2;2;3230;11.100000;285;0.079035;0.0
2;23;3230;11.100000;285;0.079035;0.0
2;3;3222;11.100000;292;4.674750;0.0
2;24;3222;11.100000;292;4.674750;0.0
2;4;3240;11.100000;289;1.273617;0.0
2;25;3240;11.100000;289;1.273617;0.0
2;5;3235;11.100000;299;2.490991;0.0
2;26;3235;11.100000;299;2.490991;0.0
2;6;3229;11.100000;298;3.407061;0.0
2;27;3229;11.100000;298;3.407061;0.0
3;0;3232;11.500000;259;0.000000;0.0
3;9;3232;11.500000;259;0.000000;0.0
3;10;3232;11.500000;259;0.000000;0.0
3;21;3232;11.500000;259;0.000000;0.0
3;1;3223;11.500000;257;-0.725584;0.0
3;22;3223;11.500000;257;-0.725584;0.0
3;2;3232;11.500000;256;0.077989;0.0
3;23;3232;11.500000;256;0.077989;0.0
3;3;3222;11.500000;263;-1.200547;0.0
3;24;3222;11.500000;263;-1.200547;0.0
3;4;3236;11.500000;262;0.667561;0.0
3;25;3236;11.500000;262;0.667561;0.0
3;5;3225;11.500000;267;-1.531437;0.0
3;26;3225;11.500000;267;-1.531437;0.0
3;6;3242;11.500000;271;1.960759;0.0
3;27;3242;11.500000;271;1.960759;0.0
3;7;3232;11.500000;274;3.220627;0.0
3;28;3232;11.500000;274;3.220627;0.0
4;0;2918;9.900000;266;0.000000;0.0
4;9;2918;9.900000;266;0.000000;0.0
4;10;2918;9.900000;266;0.000000;0.0
4;21;2918;9.900000;266;0.000000;0.0
4;1;2907;9.900000;267;-0.258109;0.0
4;22;2907;9.900000;267;-0.258109;0.0
4;2;2917;9.900000;267;1.054585;0.0
4;23;2917;9.900000;267;1.054585;0.0
4;3;2899;9.900000;269;-1.174362;0.0
4;24;2899;9.900000;269;-1.174362;0.0
4;4;2917;9.900000;274;1.836417;0.0
4;25;2917;9.900000;274;1.836417;0.0
4;5;2908;9.900000;276;3.203216;0.0
4;26;2908;9.900000;276;3.203216;0.0
4;6;2897;9.900000;278;4.195496;0.0
4;27;2897;9.900000;278;4.195496;0.0
4;7;2912;9.900000;279;2.582247;0.0
4;28;2912;9.900000;279;2.582247;0.0
5;0;2891;9.800000;256;0.000000;0.0
5;9;2891;9.800000;256;0.000000;0.0
5;10;2891;9.800000;256;0.000000;0.0
5;21;2891;9.800000;256;0.000000;0.0
5;1;2903;9.800000;235;-0.000796;0.0
5;22;2903;9.800000;235;-0.000796;0.0
5;2;2910;9.800000;249;1.029711;0.0
5;23;2910;9.800000;249;1.029711;0.0
5;3;2896;9.800000;254;4.484962;0.0
5;24;2896;9.800000;254;4.484962;0.0
5;4;2913;9.800000;253;1.627258;0.0
5;25;2913;9.800000;253;1.627258;0.0
5;5;2904;9.800000;258;2.883484;0.0
5;26;2904;9.800000;258;2.883484;0.0
6;0;2879;9.800000;259;0.000000;0.0
6;9;2879;9.800000;259;0.000000;0.0
6;10;2879;9.800000;259;0.000000;0.0
6;21;2879;9.800000;259;0.000000;0.0
6;1;2884;9.800000;239;0.369398;0.0
6;22;2884;9.800000;239;0.369398;0.0
6;2;2862;9.800000;250;-0.988096;0.0
6;23;2862;9.800000;250;-0.988096;0.0
6;3;2884;9.800000;258;1.343370;0.0
6;24;2884;9.800000;258;1.343370;0.0
6;4;2886;9.800000;262;1.967230;0.0
6;25;2886;9.800000;262;1.967230;0.0
6;5;2876;9.800000;269;3.315474;0.0
6;26;2876;9.800000;269;3.315474;0.0
7;0;2908;9.900000;284;0.000000;0.0
7;9;2908;9.900000;284;0.000000;0.0
7;10;2908;9.900000;284;0.000000;0.0
7;21;2908;9.900000;284;0.000000;0.0
