1;supply_node;3265;9.600000;171;-1.570000;0
1;arms_factory;3272;9.600000;168;-1.570000;0
1;arms_factory;3275;9.600000;168;-1.570000;0
1;arms_factory;3265;9.600000;169;-1.570000;0
1;arms_factory;3273;9.600000;172;-1.570000;0
1;arms_factory;3280;9.600000;168;-1.570000;0
1;arms_factory;3275;9.600000;171;-1.570000;0
1;industrial_complex;3268;9.600000;171;-1.570000;0
1;industrial_complex;3271;9.600000;169;-1.570000;0
1;industrial_complex;3274;9.600000;171;-1.570000;0
1;industrial_complex;3263;9.600000;171;-1.570000;0
1;industrial_complex;3280;9.600000;170;-1.570000;0
1;industrial_complex;3269;9.600000;168;-1.570000;0
1;air_base;3264;9.600000;171;-1.570000;0
1;bunker;3270;9.600000;172;-1.570000;0
1;coastal_bunker;3280;9.600000;170;-1.570000;0
1;dockyard;3281;9.600000;170;-1.570000;0
1;naval_base_spawn;3268;9.600000;168;-1.570000;5915
1;anti_air_building;3265;9.600000;169;-1.570000;0
1;anti_air_building;3274;9.600000;170;-1.570000;0
1;anti_air_building;3269;9.600000;171;-1.570000;0
1;synthetic_refinery;3269;9.600000;170;-1.570000;0
1;nuclear_reactor_spawn;3278;9.600000;171;-1.570000;0
1;rocket_site_spawn;3266;9.600000;172;-1.570000;0
1;radar_station;3277;9.600000;171;-1.570000;0
1;fuel_silo;3265;9.600000;171;-1.570000;0
1;floating_harbor;3277;9.600000;168;-1.570000;0
1;stronghold_network;3269;9.600000;172;-1.570000;0
1;special_project_facility_spawn;3267;9.600000;172;-1.570000;0
2;supply_node;3222;11.000000;297;-1.570000;0
2;arms_factory;3252;11.700000;291;-1.570000;0
2;arms_factory;3246;11.000000;296;-1.570000;0
2;arms_factory;3228;11.100000;294;-1.570000;0
2;arms_factory;3229;10.900000;301;-1.570000;0
2;arms_factory;3217;11.300000;286;-1.570000;0
2;arms_factory;3223;10.900000;304;-1.570000;0
2;industrial_complex;3222;10.800000;302;-1.570000;0
2;industrial_complex;3251;11.600000;290;-1.570000;0
2;industrial_complex;3233;11.300000;290;-1.570000;0
2;industrial_complex;3243;11.000000;294;-1.570000;0
2;industrial_complex;3254;11.100000;295;-1.570000;0
2;industrial_complex;3220;11.300000;290;-1.570000;0
2;air_base;3222;11.200000;286;-1.570000;0
2;bunker;3236;11.400000;286;-1.570000;0
2;anti_air_building;3245;11.200000;287;-1.570000;0
2;anti_air_building;3233;10.900000;299;-1.570000;0
2;anti_air_building;3239;10.900000;300;-1.570000;0
2;synthetic_refinery;3218;11.300000;290;-1.570000;0
2;nuclear_reactor_spawn;3217;11.200000;282;-1.570000;0
2;rocket_site_spawn;3230;11.200000;289;-1.570000;0
2;radar_station;3228;11.000000;299;-1.570000;0
2;fuel_silo;3251;11.500000;287;-1.570000;0
2;stronghold_network;3231;10.900000;299;-1.570000;0
2;special_project_facility_spawn;3241;11.000000;295;-1.570000;0
3;supply_node;3233;11.700000;266;-1.570000;0
3;arms_factory;3225;11.800000;271;-1.570000;0
3;arms_factory;3229;12.000000;267;-1.570000;0
3;arms_factory;3227;11.600000;264;-1.570000;0
3;arms_factory;3219;11.900000;252;-1.570000;0
3;arms_factory;3223;12.100000;261;-1.570000;0
3;arms_factory;3254;11.200000;276;-1.570000;0
3;industrial_complex;3226;11.600000;267;-1.570000;0
3;industrial_complex;3221;11.500000;273;-1.570000;0
3;industrial_complex;3245;11.100000;283;-1.570000;0
3;industrial_complex;3220;12.300000;261;-1.570000;0
3;industrial_complex;3225;12.000000;257;-1.570000;0
3;industrial_complex;3237;11.300000;283;-1.570000;0
3;air_base;3228;11.300000;277;-1.570000;0
3;bunker;3222;11.600000;245;-1.570000;0
3;anti_air_building;3234;11.500000;272;-1.570000;0
3;anti_air_building;3223;12.000000;271;-1.570000;0
3;anti_air_building;3247;11.300000;279;-1.570000;0
3;synthetic_refinery;3244;11.400000;274;-1.570000;0
3;nuclear_reactor_spawn;3234;11.500000;257;-1.570000;0
3;rocket_site_spawn;3226;12.100000;257;-1.570000;0
3;radar_station;3246;11.300000;273;-1.570000;0
3;fuel_silo;3223;11.800000;266;-1.570000;0
3;stronghold_network;3221;11.800000;251;-1.570000;0
3;special_project_facility_spawn;3248;11.300000;271;-1.570000;0
4;supply_node;2885;9.700000;281;-1.570000;0
4;supply_node;2875;9.600000;277;-1.570000;0
4;supply_node;2920;9.700000;305;-1.570000;0
4;supply_node;2897;9.800000;252;-1.570000;0
4;supply_node;2904;9.700000;294;-1.570000;0
4;arms_factory;2917;9.900000;292;-1.570000;0
4;arms_factory;2892;9.800000;253;-1.570000;0
4;arms_factory;2907;9.600000;299;-1.570000;0
4;arms_factory;2909;9.800000;256;-1.570000;0
4;arms_factory;2913;9.900000;293;-1.570000;0
4;arms_factory;2907;9.900000;285;-1.570000;0
4;industrial_complex;2918;9.900000;291;-1.570000;0
4;industrial_complex;2908;10.000000;275;-1.570000;0
4;industrial_complex;2926;9.700000;302;-1.570000;0
4;industrial_complex;2904;9.700000;243;-1.570000;0
4;industrial_complex;2912;9.800000;254;-1.570000;0
4;industrial_complex;2931;9.700000;301;-1.570000;0
4;air_base;2918;9.800000;295;-1.570000;0
4;bunker;2899;9.800000;283;-1.570000;0
4;bunker;2860;9.600000;260;-1.570000;0
4;bunker;2918;9.700000;302;-1.570000;0
4;bunker;2931;9.800000;294;-1.570000;0
4;bunker;2917;10.000000;276;-1.570000;0
4;coastal_bunker;2879;9.600000;279;-1.570000;0
4;coastal_bunker;2897;9.800000;252;-1.570000;0
4;coastal_bunker;2865;9.600000;249;-1.570000;0
4;coastal_bunker;2905;9.700000;297;-1.570000;0
4;coastal_bunker;2926;9.700000;304;-1.570000;0
4;dockyard;2905;9.600000;241;-1.570000;0
4;naval_base_spawn;2885;9.700000;281;-1.570000;4752
4;naval_base_spawn;2902;9.700000;248;-1.570000;4945
4;naval_base_spawn;2855;9.500000;261;-1.570000;4951
4;naval_base_spawn;2904;9.700000;291;-1.570000;4749
4;naval_base_spawn;2921;9.700000;305;-1.570000;4749
4;anti_air_building;2915;9.900000;290;-1.570000;0
4;anti_air_building;2927;9.800000;296;-1.570000;0
4;anti_air_building;2926;10.000000;276;-1.570000;0
4;synthetic_refinery;2868;9.700000;255;-1.570000;0
4;nuclear_reactor_spawn;2886;9.700000;249;-1.570000;0
4;rocket_site_spawn;2926;10.000000;272;-1.570000;0
4;radar_station;2876;9.800000;259;-1.570000;0
4;fuel_silo;2902;9.900000;277;-1.570000;0
4;floating_harbor;2924;9.700000;304;-1.570000;0
4;stronghold_network;2904;9.700000;293;-1.570000;0
4;special_project_facility_spawn;2908;9.600000;302;-1.570000;0
4;special_project_facility_spawn;2889;9.800000;278;-1.570000;0
4;special_project_facility_spawn;2931;9.700000;304;-1.570000;0
4;special_project_facility_spawn;2918;9.600000;305;-1.570000;0
4;special_project_facility_spawn;2915;9.800000;295;-1.570000;0
5;supply_node;3364;10.700000;363;-1.570000;0
5;supply_node;3381;11.100000;327;-1.570000;0
5;supply_node;3364;10.500000;352;-1.570000;0
5;supply_node;3360;11.200000;314;-1.570000;0
5;supply_node;3350;11.600000;301;-1.570000;0
5;arms_factory;3369;10.500000;360;-1.570000;0
5;arms_factory;3371;10.600000;353;-1.570000;0
5;arms_factory;3349;11.000000;322;-1.570000;0
5;arms_factory;3376;10.600000;351;-1.570000;0
5;arms_factory;3382;11.100000;324;-1.570000;0
5;arms_factory;3359;10.600000;360;-1.570000;0
5;industrial_complex;3349;11.000000;311;-1.570000;0
5;industrial_complex;3380;11.100000;338;-1.570000;0
5;industrial_complex;3338;11.100000;314;-1.570000;0
5;industrial_complex;3363;10.700000;338;-1.570000;0
5;industrial_complex;3351;11.000000;319;-1.570000;0
5;industrial_complex;3375;10.700000;346;-1.570000;0
5;air_base;3364;10.500000;354;-1.570000;0
5;bunker;3362;10.900000;335;-1.570000;0
5;bunker;3371;10.600000;349;-1.570000;0
5;bunker;3377;11.200000;333;-1.570000;0
5;bunker;3353;11.100000;305;-1.570000;0
5;bunker;3389;11.100000;329;-1.570000;0
