1;3269;9.900000;171;small
2;3175;9.900000;312;small
3;2907;9.900000;280;small
4;3344;9.900000;373;small
5;3083;9.900000;228;small
6;3185;9.900000;366;small
7;3472;9.900000;309;small
8;3003;9.900000;260;small
9;3300;9.900000;216;small
10;3520;9.900000;328;small
11;3351;9.900000;218;small
12;3294;9.900000;295;small
13;3373;9.900000;402;small
14;3298;9.900000;398;small
15;3047;9.900000;202;small
16;3265;9.900000;177;small
17;2715;9.900000;366;small
18;2805;9.900000;293;small
19;3955;9.900000;318;small
20;4281;9.900000;953;small
21;4081;9.900000;410;small
22;4493;9.900000;1476;small
23;4791;9.900000;704;small
24;3508;9.900000;905;small
25;4647;9.900000;1193;small
26;3961;9.900000;588;small
27;4132;9.900000;1374;small
28;4456;9.900000;966;small
29;4433;9.900000;1136;small
30;4380;9.900000;465;small
31;3837;9.900000;469;small
32;3703;9.900000;940;small
33;4642;9.900000;584;small
34;4284;9.900000;612;small
35;3561;9.900000;739;small
36;4549;9.900000;1358;small
37;4563;9.900000;1007;small
38;4055;9.900000;600;small
39;3755;9.900000;717;small
40;4587;9.900000;687;small
41;4273;9.900000;367;small
42;3703;9.900000;536;small
43;4247;9.900000;1397;small
44;3760;9.900000;519;small
45;4171;9.900000;456;small
46;4738;9.900000;1294;small
47;4642;9.900000;1115;small
48;4499;9.900000;755;small
49;4676;9.900000;872;small
50;4788;9.900000;1336;small
51;4231;9.900000;1328;small
52;3705;9.900000;805;small
53;4430;9.900000;1114;small
54;4206;9.900000;1283;small
55;3743;9.900000;455;small
56;4395;9.900000;888;small
57;3919;9.900000;424;small
58;4450;9.900000;497;small
59;4214;9.900000;665;small
60;4501;9.900000;656;small
61;3994;9.900000;495;small
62;4748;9.900000;1250;small
63;4291;9.900000;504;small
64;3847;9.900000;537;small
65;4566;9.900000;523;small
66;4146;9.900000;1424;small
67;4097;9.900000;490;small
68;4051;9.900000;662;small
69;3965;9.900000;465;small
70;4444;9.900000;1428;small
71;3615;9.900000;874;small
72;4260;9.900000;1162;small
73;4203;9.900000;1377;small
74;4360;9.900000;1564;small
75;4087;9.900000;353;small
76;4644;9.900000;1207;small
77;3668;9.900000;496;small
78;4778;9.900000;1151;small
79;4274;9.900000;425;small
80;4406;9.900000;1043;small
81;4432;9.900000;603;small
82;4642;9.900000;631;small
83;3542;9.900000;651;small
84;4328;9.900000;1388;small
85;3758;9.900000;684;small
86;4634;9.900000;999;small
87;4720;9.900000;697;small
88;3739;9.900000;488;small
89;4691;9.900000;725;small
90;4281;9.900000;1219;small
91;3784;9.900000;656;small
92;4372;9.900000;1297;small
93;4578;9.900000;759;small
94;3553;9.900000;592;small
95;4725;9.900000;637;small
96;4014;9.900000;552;small
97;3508;9.900000;630;small
98;4340;9.900000;641;small
99;3983;9.900000;539;small
100;4243;9.900000;320;small
101;4468;9.900000;1534;small
102;4365;9.900000;675;small
103;4205;9.900000;349;small
104;4555;9.900000;844;small
105;4536;9.900000;957;small
106;4624;9.900000;1422;small
107;4545;9.900000;778;small
108;4508;9.900000;603;small
109;3780;9.900000;925;small
110;4384;9.900000;1298;small
111;4635;9.900000;1271;small
112;4351;9.900000;476;small
113;4835;9.900000;1342;small
114;4712;9.900000;709;small
115;4363;9.900000;1356;small
116;4182;9.900000;601;small
117;4461;9.900000;1130;small
118;3833;9.900000;505;small
119;4618;9.900000;1195;small
120;4507;9.900000;1394;small
121;3449;9.900000;354;small
122;3131;9.900000;360;small
123;3489;9.900000;385;small
124;3504;9.900000;395;small
125;3892;9.900000;404;small
126;3515;9.900000;406;small
127;3545;9.900000;427;small
128;3620;9.900000;467;small
129;3864;9.900000;458;small
130;1254;9.900000;655;small
131;1410;9.900000;621;small
132;1168;9.900000;763;small
133;1407;9.900000;521;small
134;1610;9.900000;720;small
135;950;9.900000;939;small
136;1066;9.900000;711;small
137;1494;9.900000;748;small
138;1223;9.900000;570;small
139;1662;9.900000;759;small
140;1570;9.900000;514;small
141;1218;9.900000;729;small
142;1369;9.900000;732;small
143;1548;9.900000;636;small
144;1296;9.900000;806;small
145;1226;9.900000;518;small
146;1187;9.900000;700;small
147;1032;9.900000;812;small
148;1072;9.900000;836;small
149;1239;9.900000;871;small
150;1372;9.900000;772;small
151;1256;9.900000;601;small
152;1354;9.900000;648;small
153;1175;9.900000;639;small
154;1220;9.900000;765;small
155;972;9.900000;700;small
156;1459;9.900000;499;small
157;1474;9.900000;546;small
158;3699;9.900000;484;small
159;3651;9.900000;500;small
160;3629;9.900000;513;small
161;3536;9.900000;535;small
162;4324;9.900000;537;small
163;1158;9.900000;555;small
164;4303;9.900000;557;small
165;992;9.900000;635;small
166;1653;9.900000;689;small
167;1724;9.900000;710;small
168;4311;9.900000;717;small
169;1634;9.900000;708;small
170;4860;9.900000;965;small
171;4774;9.900000;818;small
172;4680;9.900000;915;small
173;4849;9.900000;993;small
174;4866;9.900000;824;small
175;4452;9.900000;819;small
176;923;9.900000;820;small
177;3894;9.900000;840;small
178;1427;9.900000;828;small
179;1306;9.900000;840;small
180;2006;9.900000;1519;small
181;2155;9.900000;1599;small
182;2039;9.900000;1076;small
183;2484;9.900000;1834;small
184;1169;9.900000;1518;small
185;2814;9.900000;1595;small
186;2491;9.900000;1411;small
187;1693;9.900000;1752;small
188;1529;9.900000;1415;small
189;2216;9.900000;1396;small
190;1684;9.900000;1575;small
191;1479;9.900000;1511;small
192;2574;9.900000;1683;small
193;2038;9.900000;1280;small
194;1782;9.900000;1148;small
195;1895;9.900000;1056;small
196;2303;9.900000;1287;small
197;1941;9.900000;1678;small
198;2305;9.900000;1372;small
199;1312;9.900000;1408;small
200;1848;9.900000;1261;small
201;2390;9.900000;1682;small
202;2355;9.900000;1881;small
203;1265;9.900000;1499;small
204;2064;9.900000;1344;small
205;1917;9.900000;1174;small
206;2211;9.900000;1686;small
207;1722;9.900000;1491;small
208;2570;9.900000;1438;small
209;2210;9.900000;1479;small
210;2635;9.900000;1549;small
211;2281;9.900000;1562;small
212;2332;9.900000;1761;small
213;1880;9.900000;1507;small
214;2513;9.900000;1723;small
215;1548;9.900000;1532;small
216;1847;9.900000;1079;small
217;2749;9.900000;1439;small
218;2827;9.900000;1794;small
219;2662;9.900000;1855;small
220;1586;9.900000;1006;small
221;2696;9.900000;1700;small
222;2042;9.900000;1277;small
223;1163;9.900000;1425;small
224;1772;9.900000;1350;small
225;2775;9.900000;1819;small
226;1390;9.900000;1607;small
227;1593;9.900000;1546;small
228;2127;9.900000;1211;small
229;1901;9.900000;1649;small
230;2170;9.900000;1322;small
231;2312;9.900000;1434;small
232;2533;9.900000;1947;small
233;1629;9.900000;1587;small
234;1322;9.900000;937;small
235;1511;9.900000;1478;small
236;1357;9.900000;1488;small
237;2754;9.900000;1561;small
238;1466;9.900000;1457;small
239;2382;9.900000;1537;small
240;2686;9.900000;1430;small
241;2151;9.900000;1182;small
242;1886;9.900000;1468;small
243;1478;9.900000;988;small
244;2672;9.900000;1729;small
245;2384;9.900000;1449;small
246;1794;9.900000;1194;small
247;1632;9.900000;1365;small
248;1992;9.900000;1052;small
249;2523;9.900000;1487;small
250;2576;9.900000;1978;small
251;1782;9.900000;1700;small
252;2385;9.900000;1722;small
253;2492;9.900000;1464;small
254;2826;9.900000;1545;small
255;1169;9.900000;1388;small
256;2166;9.900000;1527;small
257;1961;9.900000;1456;small
258;1518;9.900000;1607;small
259;1773;9.900000;1588;small
260;2356;9.900000;1401;small
261;2570;9.900000;1551;small
262;2029;9.900000;1088;small
263;2581;9.900000;1521;small
264;2419;9.900000;1244;small
265;2396;9.900000;1537;small
266;2782;9.900000;1627;small
267;2836;9.900000;1799;small
268;2040;9.900000;1172;small
269;1806;9.900000;1832;small
270;1559;9.900000;1127;small
271;2943;9.900000;1550;small
272;2015;9.900000;1652;small
273;1660;9.900000;1768;small
274;1695;9.900000;1190;small
275;1503;9.900000;1069;small
276;2233;9.900000;1808;small
277;2922;9.900000;1694;small
278;1813;9.900000;1060;small
279;2633;9.900000;1641;small
280;1657;9.900000;1038;small
281;2098;9.900000;1497;small
282;1832;9.900000;1498;small
283;1673;9.900000;1489;small
284;1642;9.900000;1640;small
285;1921;9.900000;1721;small
286;2232;9.900000;1302;small
287;2583;9.900000;1857;small
288;2296;9.900000;1154;small
289;2294;9.900000;1468;small
290;1410;9.900000;894;small
291;2217;9.900000;1352;small
292;1806;9.900000;1110;small
293;2861;9.900000;1488;small
294;2735;9.900000;1756;small
295;1326;9.900000;1483;small
296;2160;9.900000;1513;small
297;2399;9.900000;1270;small
298;1959;9.900000;1559;small
299;1708;9.900000;1564;small
300;2117;9.900000;1285;small
301;2129;9.900000;1467;small
302;1496;9.900000;1514;small
303;2466;9.900000;1639;small
304;4046;9.900000;946;small
305;1455;9.900000;877;small
306;965;9.900000;908;small
307;1242;9.900000;916;small
308;1065;9.900000;923;small
309;1141;9.900000;925;small
310;894;9.900000;927;small
